MCH.Merchant Name,FIN.Transaction Amount,FIN.Transaction Date
HURON SCUBA ADVENTURES,14.82,12/9/2009
BOYER AUTO SUPPLY,27.6,12/9/2009
BOYER AUTO SUPPLY,27.6,12/9/2009
BOYER AUTO SUPPLY,41.4,12/9/2009
MR PITA,95.9,12/9/2009
LA FONDA HOTEL,10.81,12/9/2009
LA FONDA HOTEL,101.26,12/9/2009
LOWES #00734*,52.33,12/8/2009
SPARTAN DISTRIBUTORS,2580.49,12/8/2009
WASHTENAW CTY RGSTR DE,29,12/8/2009
KROGER #940,17.46,12/8/2009
THE ANDERSONS #41,39,12/8/2009
STAPLES 00103846,11.98,12/8/2009
KMART 4105,17.87,12/8/2009
TARGET 00012856,75,12/8/2009
SCOTT AERATOR CO LLC,796,12/8/2009
IND EQUIP,239.5,12/8/2009
NAPA AUTO PARTS,121.17,12/8/2009
LOWES #00734*,56.55,12/8/2009
DEALERS SUPPLY NORTH C,307.29,12/8/2009
STADIUM HARDWARE,53.26,12/8/2009
KROGER #605,41.88,12/8/2009
FANTASY ATTIC COSTUM,50,12/8/2009
CITY OF ANN ARBOR,150,12/8/2009
PANERA BREAD #876 Q53,16.98,12/8/2009
JIMMY JOHN'S # 90030 -,63.81,12/8/2009
CARPENTER BROS HAR,61.8,12/7/2009
STADIUM HARDWARE,59.98,12/7/2009
VIDEOGUYS/ELEC MAILBOX,99.9,12/7/2009
WWW.ADVANCEAUTOPARTS.C,75.31,12/7/2009
LOWES #00734*,169.06,12/7/2009
LOWES #00734*,20.3,12/7/2009
NAPA AUTO PARTS,103.43,12/7/2009
WASHTENAW CTY RGSTR DE,15,12/7/2009
KROGER #790,12.34,12/7/2009
AFTERNOON DELIGHT,160.75,12/7/2009
TARGET 00012856,3.88,12/6/2009
AHMO S GYROS & DELI,219.46,12/5/2009
AFTERNOON DELIGHT,124.25,12/5/2009
CONSTBK*1014579385,221.85,12/4/2009
DEXTER MILL,221.18,12/4/2009
HOSFORD AND COMPANY,435,12/4/2009
THE HOME DEPOT 2721,283.2,12/4/2009
THE HOME DEPOT 2721,262,12/4/2009
WW GRAINGER,85.77,12/4/2009
WW GRAINGER,15.89,12/4/2009
LOWES #00734*,103.76,12/4/2009
LOWES #00734*,9.96,12/4/2009
SF STRONG INC,30.8,12/4/2009
SF STRONG INC,43.71,12/4/2009
LOWES #00734*,54.49,12/4/2009
SEARS ROEBUCK 1390,29.99,12/4/2009
SEARS ROEBUCK 1390,30,12/4/2009
SEARS ROEBUCK 1390,30,12/4/2009
CARPENTER BROS HAR,4.78,12/4/2009
CARPENTER BROS HAR,1.7,12/4/2009
STANLEY SECURITY SOLUT,160.06,12/4/2009
GFS MKTPLC #0868,34.32,12/4/2009
VOGEL'S LOCK & SAFE,64.35,12/3/2009
LOWES #00734*,388.05,12/3/2009
MICHIGAN RECYCLING COA,35,12/3/2009
PAYPAL *FEIBUSCH,45.45,12/3/2009
AED SUPERSTORE,84.51,12/3/2009
JIMMY JOHN'S # 90012 M,118.1,12/3/2009
MSU EDUC AND COMM SYS,176,12/3/2009
CVS PHARMACY #8088 Q03,9.96,12/3/2009
SF STRONG INC,172.73,12/3/2009
FINANCIAL ACCOUNTING F,61,12/3/2009
ASKNET-SHOPS.COM VISIO,112.5,12/3/2009
TERMINIX INT. 2068,640.2,12/2/2009
SHELLY PINKERTON CORP,258,12/2/2009
VIDEOGUYS/ELEC MAILBOX,49.95,12/2/2009
WW GRAINGER,97.04,12/2/2009
STADIUM HARDWARE,41.98,12/2/2009
LOWES #00734*,65.38,12/2/2009
ALRO STEEL CORPORATION,90,12/2/2009
LOWES #00734*,61.14,12/2/2009
BIG GEORGES,69.95,12/1/2009
PANERA BREAD #876 Q53,24.36,12/1/2009
PITNEY BOWES RENTAL,32.99,12/1/2009
LOWES #00734*,18.67,12/1/2009
FANTASY ATTIC COSTUM,180,12/1/2009
MICHIGAN PUBLIC PURCHA,150,12/1/2009
RADIOSHACK COR00163303,2.49,11/30/2009
THE MICHIGAN WATER ENV,120,11/30/2009
LOWES #00734*,63.37,11/30/2009
LOWES #00734*,76.85,11/30/2009
HURON SCUBA ADVENTURES,6.99,11/30/2009
ALRO STEEL CORPORATION,41.87,11/30/2009
ALRO STEEL CORPORATION,-163.08,11/30/2009
WOLVERINE SUPPLY CO.,48.6,11/30/2009
LOWES #00734*,6.87,11/30/2009
WW GRAINGER,161.3,11/30/2009
LOGICKEYBOARDBSP EURO,89.75,11/26/2009
AMAZON.COM,30.54,11/26/2009
NOR*NORTHERN TOOL,208.33,11/25/2009
JADE SCIENTIFIC,115,11/25/2009
JADE SCIENTIFIC,115,11/25/2009
JADE SCIENTIFIC,67.4,11/25/2009
LOWES #00734*,26.17,11/25/2009
LOWES #00734*,861.07,11/25/2009
SHUTTERSTOCK.COM,224,11/25/2009
WATSON - MARLOW BR,204.43,11/25/2009
ACE BARNES HARDWARE IN,2.79,11/24/2009
STADIUM HARDWARE,9.54,11/24/2009
SPARTAN DISTRIBUTORS,696.71,11/24/2009
THE BROKEN EGG,24.62,11/24/2009
REAL SEAFOOD CO,96.77,11/24/2009
CARPENTER BROS HAR,21.66,11/24/2009
ANN ARBOR MAIL SHOPPE,50.55,11/24/2009
LOWES #00734*,13.83,11/24/2009
THE HOME DEPOT 2721,70.91,11/24/2009
LOWES #00734*,137.57,11/24/2009
LOWES #00734*,101.12,11/24/2009
LOWES #00734*,673.49,11/24/2009
BITSTREAM INC.MYF,47.91,11/24/2009
ALRO STEEL CORPORATION,286.2,11/24/2009
STADIUM HARDWARE,6.28,11/24/2009
SOLARWINDS.NET,245,11/24/2009
DELTA 00623176898960,269.8,11/24/2009
THE HOME DEPOT 2721,12.64,11/24/2009
SPARTAN DISTRIBUTORS,896.4,11/23/2009
SPARTAN DISTRIBUTORS,213.14,11/23/2009
COTTAGE INN PIZZA - BR,49.52,11/23/2009
LOWES #00734*,60.59,11/23/2009
TARGET 00012856,14.51,11/23/2009
TARGET 00012856,13.69,11/23/2009
TARGET 00012856,-10.39,11/23/2009
AMERICAN WATERWORKS,75,11/23/2009
ANDERSON PAINT COMPANY,38.39,11/23/2009
STADIUM HARDWARE,89.2,11/23/2009
LOWES #00734*,77.76,11/23/2009
SEARS ROEBUCK 1390,39.98,11/23/2009
DUNN BLUE A2 5,5.22,11/23/2009
TRAINER'S WAREHOUSE,34.49,11/21/2009
LITTLE CAESARS 0001Q67,11.77,11/21/2009
CHELSEA LUMBER CO.,-16.08,11/21/2009
CHELSEA LUMBER CO.,16.08,11/21/2009
CHELSEA LUMBER CO.,15.17,11/21/2009
STADIUM HARDWARE,28.27,11/21/2009
STADIUM HARDWARE,13.99,11/20/2009
CAFE ZOLA,36.69,11/20/2009
COURT SERVICES,20,11/20/2009
LOWES #00734*,71.32,11/20/2009
BEST BUY MHT 00004085,1389.92,11/20/2009
AGELONG COM,65.86,11/20/2009
LOWES #00734*,-98,11/20/2009
MOO CARDS,25.49,11/20/2009
AHMOS GYROS AND DELI,21.75,11/20/2009
LOWES #00734*,275.7,11/20/2009
LOWES #01750*,29.98,11/19/2009
KROGER #688,7.89,11/19/2009
A-1 RENTAL INC,52,11/19/2009
GREENBACK DOLLAR STORE,6,11/19/2009
FEDEX KINKO'S #0411,5.19,11/19/2009
CAFE MARIE,49.87,11/19/2009
JADE SCIENTIFIC,591.37,11/19/2009
FASTSIGNS,71.6,11/19/2009
ARBOR BREWING COMPANY,89.56,11/19/2009
FINGERLE LUMBER CO SAL,71.45,11/19/2009
THE HOME DEPOT 2721,135.45,11/19/2009
TURFGRASS INC,450,11/19/2009
GFS MKTPLC #0868,11.99,11/19/2009
LOWES #00734*,659.05,11/19/2009
LOWES #00734*,50.81,11/19/2009
KLOCKIT-GENEVA STYLES,90.1,11/19/2009
WATSON - MARLOW BR,1560,11/19/2009
WW GRAINGER,21.16,11/19/2009
BEHLER YOUNG CO. THE,66.03,11/19/2009
VOGEL'S LOCK & SAFE,4.5,11/19/2009
VOGEL'S LOCK & SAFE,45,11/19/2009
VOGEL'S LOCK & SAFE,-4.5,11/19/2009
STADIUM HARDWARE,28.93,11/18/2009
WASHTENAW CTY RGSTR DE,23,11/18/2009
PAESANO'S RESTAURANT,24.3,11/18/2009
FERGUSON ENT#933,352.5,11/18/2009
KROGER #790,5.19,11/18/2009
ELECTRIC TOOL,24.57,11/18/2009
LOWES #00734*,197.17,11/18/2009
NAPA AUTO PARTS,24.36,11/18/2009
JACK DOHENY SUPPLIES,1100,11/18/2009
UPRIGHT FENCE INC,463.2,11/18/2009
ARBOR SPRINGS WATER CO,11.5,11/18/2009
VOGEL'S LOCK & SAFE,4.5,11/17/2009
STADIUM HARDWARE,18.99,11/17/2009
CAFE ZOLA,38.7,11/17/2009
INTUIT *18004INTUIT,225,11/17/2009
RADIOSHACK COR00169680,33.93,11/17/2009
OTHER WORLD COMPUTING,45.95,11/17/2009
OTHER WORLD COMPUTING,7.2,11/17/2009
THE HOME DEPOT 2721,55.88,11/17/2009
KROY LLC,124.49,11/17/2009
LOWES #00734*,-278,11/17/2009
LOWES #00734*,99,11/17/2009
NAPA AUTO PARTS,46.22,11/17/2009
NAPA AUTO PARTS,20.68,11/17/2009
MADISON FILTER INC,2173.77,11/17/2009
LOWES #00734*,12.98,11/17/2009
LOWES #00734*,179,11/17/2009
CAMPING WORLD #15,338.61,11/17/2009
DELTA 00623174400306,303.8,11/17/2009
DELTA 00623174400295,303.8,11/17/2009
GFS MKTPLC #0868,49.38,11/16/2009
ONSRUD CUTTER LP,83.15,11/16/2009
HACH COMPANY,1021,11/16/2009
LOWES #00734*,112.86,11/16/2009
LOWES #00734*,164,11/16/2009
LA FONDA HOTEL,405.04,11/16/2009
LA FONDA HOTEL,405.04,11/16/2009
CARPENTER BROS HAR,123.63,11/15/2009
APW*APPL PARTS #63,35.77,11/14/2009
STADIUM HARDWARE,59.98,11/14/2009
GFS MKTPLC #0868,67.38,11/13/2009
CARPENTER BROS HAR,36.74,11/13/2009
AMAZON.COM,95.12,11/13/2009
REAL SEAFOOD CO,64.11,11/13/2009
A-1 RENTAL INC,230.05,11/13/2009
FASTENAL CO-RETAIL,64.43,11/13/2009
FASTENAL CO-RETAIL,25.2,11/13/2009
LOWES #00734*,36.13,11/13/2009
BELMUGS,635,11/13/2009
KROGER #688,14.78,11/13/2009
MARTIN'S HOME CENTER,210.1,11/13/2009
STADIUM HARDWARE,13.99,11/12/2009
JADE SCIENTIFIC,141.5,11/12/2009
LOWES #00734*,67.92,11/12/2009
NCOFS 923-923 BR23,58.23,11/12/2009
SEARS.COM 9300,-68.45,11/12/2009
LOWES #00734*,32.72,11/12/2009
STADIUM HARDWARE,8.18,11/11/2009
CABELA'S RETAIL DUNDEE,59.99,11/11/2009
THE HOME DEPOT 2721,70.14,11/11/2009
TRACTOR SUPPLY CO #737,131.95,11/11/2009
BENMEDS*1014446688,222.14,11/11/2009
BENMEDS*1014446688,222.15,11/11/2009
NWA AIR 01221858217393,343.19,11/11/2009
NWA AIR 01202655272594,20,11/11/2009
SUNOCO SVC STATION,173.21,11/11/2009
KROGER #689,8,11/11/2009
MEIJER INC #027 Q01,15.77,11/11/2009
LOWES #00734*,63.84,11/11/2009
LOWES #01750*,139,11/10/2009
STADIUM HARDWARE,6.79,11/10/2009
RED HAWK BAR & GRILL,35.05,11/10/2009
THE BROKEN EGG,19.11,11/10/2009
THE HOME DEPOT 2721,1591.2,11/10/2009
ARAMARK UNIFORM #544,28.5,11/10/2009
GLOBAL DATA SPECIALIST,570,11/10/2009
BURT FOREST PRODUCTS C,131.2,11/10/2009
FASTENAL CO-RETAIL,34.65,11/10/2009
LOWES #00734*,1880.36,11/10/2009
USPS 25028101030400QPS,2.88,11/10/2009
STADIUM HARDWARE,7.8,11/10/2009
ENGINEERSUPPLY COM,66.74,11/10/2009
LOWES #00734*,13.96,11/10/2009
COURT SERVICES,20,11/10/2009
B & H PHOTO-VIDEO.COM,152.31,11/10/2009
RUBBER STAMPS UNLTD,72.27,11/10/2009
STADIUM HARDWARE,16.05,11/9/2009
STADIUM HARDWARE,19.99,11/9/2009
LODI FARMS LTD,1180,11/9/2009
W W GRAINGER 916,22.29,11/9/2009
W W GRAINGER 916,22.29,11/9/2009
CARPENTER BROS HAR,63.51,11/9/2009
LAWSON PRODUCTS,540.56,11/9/2009
DELTA 00623177733113,278.79,11/9/2009
KLOCKIT-GENEVA STYLES,144.38,11/7/2009
MCCAMLY PLAZA HOTEL,204.75,11/7/2009
MCCAMLY PLAZA HOTEL,204.75,11/7/2009
MCCAMLY PLAZA HOTEL,228.75,11/7/2009
MCCAMLY PLAZA HOTEL,204.75,11/7/2009
MCCAMLY PLAZA HOTEL,136.5,11/7/2009
MCCAMLY PLAZA HOTEL,136.5,11/7/2009
MCCAMLY PLAZA HOTEL,204.75,11/7/2009
MCCAMLY PLAZA HOTEL,-216.45,11/7/2009
COURT SERVICES,15,11/6/2009
CVS PHARMACY #8088 Q03,7.28,11/6/2009
CARPENTER BROS HAR,15.96,11/6/2009
THE HOME DEPOT 2721,-30.65,11/6/2009
NAPA AUTO PARTS,28.33,11/6/2009
FULLERS PAOWER EQUIPME,14.24,11/6/2009
GRIZZLY PEAK BREWING C,30.66,11/6/2009
ARBOR VACUUM AND SMALL,17.95,11/6/2009
MCCAMLY PLAZA HOTEL,68.25,11/6/2009
MIGCSA,75,11/5/2009
PIRTEK METRO DETROIT (,89,11/5/2009
THE HOME DEPOT 2721,115.95,11/5/2009
AMERIGAS PROPANE LP,1208.69,11/5/2009
NATIONAL LEAK TEST CTR,50,11/5/2009
STAPLES 00115642,16.41,11/5/2009
LOWES #00734*,9.36,11/5/2009
STADIUM HARDWARE,23.15,11/5/2009
LOWES #00734*,82.76,11/5/2009
ONSRUD CUTTER LP,152.75,11/5/2009
DEXTER MILL,158.75,11/5/2009
NAPA AUTO PARTS,20.73,11/5/2009
NAPA AUTO PARTS,18.38,11/5/2009
LOWES #00734*,112.18,11/5/2009
WW GRAINGER,130.07,11/5/2009
LOWES #00734*,-116,11/5/2009
LOWES #00734*,128.95,11/5/2009
LOWES #00734*,36.82,11/5/2009
WW GRAINGER,24.03,11/4/2009
TIRE WHOLESALERS,230,11/4/2009
OFFICE MAX,10.77,11/4/2009
AM RED CROSS SE MI,230,11/4/2009
AM RED CROSS SE MI,230,11/4/2009
BATTERIES PLUS #389,159.96,11/4/2009
USPS 25028095520400QPS,7.92,11/4/2009
GFS MKTPLC #0868,77.35,11/4/2009
THE HOME DEPOT 2721,96.9,11/4/2009
TOMMARK OF ANN ARBOR,299.46,11/4/2009
WEINGARTZ SUPPLY CO FA,913.71,11/4/2009
LOWES #00734*,166.65,11/4/2009
LOWES #00734*,-12,11/4/2009
LOWES #00734*,7.98,11/4/2009
LOWES #01750*,291.68,11/4/2009
LOWES #00734*,11.58,11/4/2009
LOWES #00734*,925.24,11/4/2009
COUNTRYSIDE LAWN & GAR,26.39,11/4/2009
PAPA JOHNS #2975,80.79,11/4/2009
LOWES #00734*,290.06,11/4/2009
MCCAMLY PLAZA HOTEL,216.45,11/4/2009
AMAZON.COM,51.55,11/4/2009
PROF PUMP & IRRGTN SRV,-722,11/3/2009
DOWNTOWN HOME & GARDEN,25,11/3/2009
OFFICE MAX,16.76,11/3/2009
THE HOME DEPOT 2721,35,11/3/2009
ARAMARK UNIFORM #544,240,11/3/2009
NRPA,154,11/3/2009
STADIUM HARDWARE,153.97,11/3/2009
STADIUM HARDWARE,7.49,11/3/2009
ACE BARNES HARDWARE,108.98,11/3/2009
STADIUM HARDWARE,30.99,11/3/2009
PEOPLE'S FOOD COOP,22.6,11/3/2009
LOWES #00734*,23.05,11/3/2009
CARPENTER BROS HAR,3.2,11/3/2009
AMAZON.COM,98.6,11/3/2009
16 HANDS,11,11/3/2009
CALIBRE PRESS LLC,1935,11/3/2009
COMMERCIAL GROUP LIFTI,14,11/3/2009
TRI COUNTY INTL TRUCKS,87.52,11/3/2009
LOWES #00734*,79.15,11/3/2009
LOWES #00734*,83.45,11/3/2009
FRAMES UNLIMITED 7,196.84,11/3/2009
FEDEX KINKO'S #0842,18,11/3/2009
NAPA AUTO PARTS,160.58,11/2/2009
HARBOR FREIGHT TOOLS 1,245.95,11/2/2009
KROGER #790,17.06,11/2/2009
EVENTECTIVE INC,144,11/2/2009
LOWES #00734*,26.97,11/2/2009
TARGET 00009225,2.69,11/2/2009
KOLOSSOS PRINTING INC,50,11/2/2009
LOWES #00734*,123.62,11/2/2009
AHMOS GYROS AND DELI,55.26,11/2/2009
WASHTENAW CTY RGSTR DE,26,11/2/2009
DUNHAMS SPORTS00000265,29.97,10/31/2009
BOSE CORP PTS 00540088,1166,10/31/2009
APL*ITUNES,19.98,10/31/2009
KROGER #688,45.95,10/30/2009
STADIUM HARDWARE,1.92,10/30/2009
NIVEL PARTS & MANUFACT,70.6,10/30/2009
DETROIT METROPOLLITAN,25,10/30/2009
KROGER #605,32.57,10/30/2009
MEIJER INC #64 Q01,18.58,10/30/2009
CARPENTER BROS HAR,15.74,10/30/2009
LOWES #00734*,203.77,10/30/2009
SPEARS FIRE & SAFETY I,30,10/30/2009
LARRY'S MOWER SHOP INC,524.33,10/30/2009
INNOVATION SPECIALTIES,51.99,10/30/2009
THE HOME DEPOT 2721,26.22,10/30/2009
BATTERER INTERVENTION,199,10/30/2009
ANN ARBOR CLEANING SUP,26,10/29/2009
STADIUM HARDWARE,5.28,10/29/2009
PITNEY BOWES RENTAL,40.98,10/29/2009
STADIUM HARDWARE,50.7,10/29/2009
STADIUM HARDWARE,5.29,10/29/2009
STADIUM HARDWARE,12.5,10/29/2009
LOWES #00734*,52.95,10/29/2009
SPEARS FIRE & SAFETY I,30,10/29/2009
SEARS.COM 9300,1209.21,10/29/2009
GFS MKTPLC #0868,-2.99,10/29/2009
MAIZE BLUE DELICATQPS,198.2,10/29/2009
BATTERER INTERVENTION,199,10/29/2009
BATTERER INTERVENTION,199,10/29/2009
BATTERER INTERVENTION,199,10/29/2009
STADIUM HARDWARE,11.27,10/28/2009
CARPENTER BROS HAR,45.74,10/28/2009
PROF PUMP & IRRGTN SRV,722,10/28/2009
STRATEGIC DIAGNOSTICS,730,10/28/2009
BAY VALLEY HTL & RESOR,69.12,10/28/2009
PEOPLE'S FOOD COOP,21.71,10/28/2009
ZINGERMANS COFFEE CO L,33.18,10/28/2009
CPC*CAFEPRESS.COM,102.99,10/28/2009
CLARK'S FAMILY REPAIR,697.15,10/28/2009
LOWES #00734*,150.57,10/28/2009
KROGER #689,13.66,10/28/2009
GFS MKTPLC #0868,8.52,10/28/2009
LOWES #00734*,127.7,10/28/2009
ACE BARNES HARDWARE,33.98,10/28/2009
GFS MKTPLC #0868,9.48,10/28/2009
GFS MKTPLC #0868,57.93,10/28/2009
POTBELLY 026,116.59,10/28/2009
CLEARWATER POOLS AND S,19.99,10/27/2009
STATE POLICE EMD,600,10/27/2009
COURT SERVICES,20,10/27/2009
15TH JUDICIAL DISTRICT,20,10/27/2009
LOWES #00734*,22.86,10/27/2009
USPS 25028101030400QPS,5.5,10/27/2009
PACER800-676-6856IR,25.2,10/27/2009
BORDERS BKS&MU01000017,50,10/27/2009
GFS MKTPLC #0868,190.82,10/27/2009
ACE BARNES HARDWARE,36.44,10/27/2009
BUSCH'S #1048,8.18,10/27/2009
TARGET 00012856,20.35,10/27/2009
B&B ELECTRONICS MFG CO,650.28,10/27/2009
TOMMARK OF ANN ARBOR,28.14,10/27/2009
HAAS TRANSMISSION,1915.5,10/27/2009
LOWES #00734*,77.24,10/27/2009
FASTENAL CO-RETAIL,13.84,10/27/2009
CON-SPACE COMMUNICATIO,96.02,10/27/2009
FULLERS PAOWER EQUIPME,248.26,10/27/2009
RADIOSHACK COR00163303,15.98,10/27/2009
NAPA AUTO PARTS,7.85,10/27/2009
STADIUM HARDWARE,21.74,10/27/2009
STADIUM HARDWARE,7.99,10/26/2009
STATE POLICE EMD,-23.85,10/26/2009
STATE POLICE EMD,-23.85,10/26/2009
STATE POLICE EMD,-23.85,10/26/2009
HOLIDAY INN EXPRESS-EM,223.9,10/26/2009
K8 MEMORIES,13.94,10/26/2009
LOWES #00734*,257.06,10/26/2009
STADIUM HARDWARE,19.47,10/26/2009
SHUTTERSTOCK.COM,224,10/26/2009
RADIOSHACK COR00163303,15.96,10/26/2009
NAPA AUTO PARTS,9.08,10/26/2009
CURRENT MOTOR ELECTRIC,433,10/26/2009
STADIUM HARDWARE,20.99,10/26/2009
BATTERER INTERVENTION,199,10/26/2009
BATTERER INTERVENTION,199,10/26/2009
BATTERER INTERVENTION,199,10/26/2009
PARK-N-GO,31.5,10/25/2009
HOULIHANS RESTAURANT A,38.49,10/25/2009
KROGER #605,74.42,10/25/2009
WASHTENAW MILK ICE CRE,7.5,10/25/2009
RITE AID STORE 4530Q05,59.92,10/25/2009
ICMA INTERNET,250,10/24/2009
PLAY IT AGAIN SPORTS,4.99,10/24/2009
MEIJER INC #64 Q01,26.82,10/23/2009
STATE POLICE EMD,600,10/23/2009
WALGREENS #5842 Q03,25.4,10/23/2009
MARKERTEK VIDEO SUPPLY,23.42,10/23/2009
NAPA AUTO PARTS,35.06,10/23/2009
LARRY'S MOWER SHOP INC,28.45,10/23/2009
LOWES #00734*,20.04,10/23/2009
LOWES #00734*,370.71,10/23/2009
STADIUM HARDWARE,19.02,10/23/2009
ANDERSON PAINT COMPANY,464.36,10/23/2009
BELMUGS,868,10/23/2009
NAPA AUTO PARTS,14.46,10/23/2009
WOLVERINE RENTAL AND S,4.44,10/23/2009
FASTENAL CO-RETAIL,66.82,10/23/2009
ANNARBORWELDINGSUPPLYC,60.5,10/23/2009
HOSFORD AND COMPANY,30,10/23/2009
STATE POLICE EMD,623.85,10/22/2009
STATE POLICE EMD,623.85,10/22/2009
STATE POLICE EMD,623.85,10/22/2009
AFL TELECOMMUNICATIONS,145.56,10/22/2009
KROGER #688,35.47,10/22/2009
STAPLES 00115642,12.27,10/22/2009
STUDENT PUBLICATION #0,375,10/22/2009
ZINGERMANBAKEHOUSEINC,34.5,10/22/2009
ACE BARNES HARDWARE IN,75.97,10/22/2009
FOOTAGE FIRM,92.51,10/22/2009
COMMERCIAL GROUP LIFTI,162,10/22/2009
CARROT-TOP INDUSTRIES,146.02,10/22/2009
ANDERSON PAINT COMPANY,55.27,10/22/2009
BEST BUY MHT 00004085,89.99,10/22/2009
MOTOROLA INC. - ONLIN,276,10/22/2009
NAPA AUTO PARTS,27.46,10/22/2009
FASTENAL CO-RETAIL,9.45,10/22/2009
THE HOME DEPOT 2721,125.81,10/22/2009
PAESANO'S RESTAURANT,18.3,10/21/2009
STAPLES 00115642,31.56,10/21/2009
KMART 4105,26.65,10/21/2009
PEOPLE'S FOOD COOP,4.58,10/21/2009
BUY.COM,29.53,10/21/2009
CARPENTER BROS HAR,57.76,10/21/2009
LOWES #00734*,175.56,10/21/2009
STADIUM HARDWARE,105.2,10/21/2009
LOWES #00734*,90.22,10/21/2009
NAPA AUTO PARTS,68.35,10/21/2009
ICMA INTERNET,250,10/21/2009
AMERICAN WATERWORKS,75,10/21/2009
ALRO STEEL CORPORATION,73.91,10/21/2009
WOLVERINE RENTAL AND S,210.47,10/21/2009
WOLVERINE RENTAL AND S,392.64,10/21/2009
ARBOR SPRINGS WATER CO,17.25,10/21/2009
PROGRESSIVE BUSINESS C,199,10/21/2009
LOWES #00734*,241.69,10/21/2009
OFFICE MAX,33.82,10/21/2009
THE UPS STORE #4295,127.8,10/20/2009
STADIUM HARDWARE,3.48,10/20/2009
SPARTAN DISTRIBUTORS,129.81,10/20/2009
THE HOME DEPOT 2721,218.41,10/20/2009
WASHTENAW CTY BAR ASSO,125,10/20/2009
STADIUM HARDWARE,86.16,10/20/2009
BUY.COM,57.62,10/20/2009
SUNOCO SVC STATION,28.18,10/20/2009
THE HOME DEPOT 2721,54.81,10/20/2009
THE HOME DEPOT 2721,42.87,10/20/2009
LOWES #00734*,76.7,10/20/2009
ANN ARBOR DOOR CLOSER,15,10/20/2009
VOGEL'S LOCK & SAFE,12.65,10/20/2009
DEXTER MILL,30.2,10/20/2009
CAFE HABANA - BLUE TRA,61.45,10/20/2009
BLACKBURN MANUFACTURIN,459.66,10/20/2009
INST CONT LEGAL EDU,95,10/20/2009
LOWES #00734*,132.66,10/20/2009
ACE BARNES HARDWARE IN,18.99,10/20/2009
HAPPYS PIZZA 18,61.23,10/20/2009
HTTP://ASKNET-SHOPS.CO,798,10/20/2009
NATIONAL COUNCIL OF JU,75,10/20/2009
SMOKEHOUSE BLUES,86.67,10/20/2009
STADIUM HARDWARE,27.99,10/19/2009
NIVEL PARTS & MANUFACT,429.92,10/19/2009
MICHIGAN STATE UNIVERS,250,10/19/2009
LOWES #00734*,19.78,10/19/2009
FINGERLE LUMBER CO SAL,139.63,10/19/2009
LOWES #00734*,10.56,10/19/2009
SF STRONG INC,550.29,10/19/2009
AMAZON.COM,14.93,10/19/2009
GROSS ELECTRIC INC,19.23,10/19/2009
GROSS ELECTRIC INC,40,10/19/2009
GROSS ELECTRIC INC,88.36,10/19/2009
MARKERTEK VIDEO SUPPLY,58.46,10/19/2009
KROGER #605,10.38,10/18/2009
MEIJER INC #027 Q01,5.98,10/18/2009
HOLIDAY INNS #3515,205.16,10/18/2009
HOLIDAY INNS #3515,205.16,10/18/2009
FIXTHATCALC COM,78,10/18/2009
MEIJER INC #64 Q01,10.5,10/17/2009
INTUIT *18004INTUIT,225,10/17/2009
HOLIDAY INNS #3515,102.58,10/17/2009
BRIDGEWATER TIRE CO. I,230,10/17/2009
AIRPORTBAGS.COM - CITY,20,10/17/2009
STADIUM HARDWARE,13.99,10/16/2009
SPARTAN DISTRIBUTORS,83.11,10/16/2009
TRACTOR-SUPPLY-CO #053,208.93,10/16/2009
NIVEL PARTS & MANUFACT,564.61,10/16/2009
ACE BARNES HARDWARE IN,41.96,10/16/2009
ACE BARNES HARDWARE,46.96,10/16/2009
STADIUM HARDWARE,50.89,10/16/2009
GFS MKTPLC #0868,37.01,10/16/2009
SUCCESSCOMM,229,10/16/2009
STATE POL CASHIER CHRG,40,10/16/2009
BUSCH'S #1048,9.23,10/16/2009
BARON BARCLAY LLC,61.22,10/16/2009
ACE BARNES HARDWARE,217.63,10/16/2009
AUTOXTRAS,975,10/16/2009
THE HOME DEPOT 2721,262.63,10/16/2009
LOWES #00734*,42.66,10/16/2009
KROGER #689,30.11,10/16/2009
LOWES #00734*,129.2,10/16/2009
LOWES #00734*,15.38,10/16/2009
ANN ARBOR DOOR CLOSER,10,10/16/2009
FRANKLINCOVEYPRODUCTS,29.63,10/16/2009
MAYNARD BATTERY,20.73,10/15/2009
STADIUM HARDWARE,5.49,10/15/2009
COMPLETE SAVINGS,-12,10/15/2009
COMPLETE SAVINGS,-12,10/15/2009
COMPLETE SAVINGS,-12,10/15/2009
COURT SERVICES,20,10/15/2009
U-HAUL STATE ST CTR,22.7,10/15/2009
METTLER-TOLEDO INC,165.89,10/15/2009
SHIMADZU SCIENTIFIC,-6.72,10/15/2009
ARBOR BREWING COMPANY,82.61,10/15/2009
ZINGERMANBAKEHOUSEINC,110.25,10/15/2009
STADIUM HARDWARE,15.47,10/15/2009
AMAZON.COM,52.74,10/15/2009
BEHLER YOUNG CO. THE,265.51,10/15/2009
JOBS ON THE WEB,250,10/15/2009
GFS MKTPLC #0868,19.16,10/15/2009
GFS MKTPLC #0868,43.13,10/15/2009
PROGRESSIVE BUSINESS C,199,10/15/2009
RUBBER STAMPS UNLTD,58.1,10/15/2009
USPS 25028101030400QPS,11.08,10/15/2009
STADIUM HARDWARE,2.79,10/14/2009
GRAND TRAV RESORT & SP,419.85,10/14/2009
GRAND TRAV RESORT & SP,224.85,10/14/2009
